ID,URL,Phrase,HasPhrase,Negated,HandsVisible,HandsFree,SpeakerName,Duplicated,ExtraMod,HandsMoving,WhichHand,HandConfig,HandSpecific,HorizontalMovement,HandGap,OfInterest,Comments
497,https://archive.org/download/ALJAZAM_20150822_080000_Weekend_News/ALJAZAM_20150822_080000_Weekend_News.mp4?t=668/738&ignore=x.mp4,small_number,yes,no,one,one,jonah hull,no,no,yes,L,curved,up,NA,NA,no,NA
2852,https://archive.org/download/KQED_20171226_223000_BBC_World_News_America/KQED_20171226_223000_BBC_World_News_America.mp4?t=480/550&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1070,https://archive.org/download/LINKTV_20130512_210000_Al_Jazeera_World_News/LINKTV_20130512_210000_Al_Jazeera_World_News.mp4?t=374/444&ignore=x.mp4,huge_number,yes,no,both,both,imtiaz tyab,no,no,yes,both,open,back,neither,head_less,no,NA
989,https://archive.org/download/MSNBCW_20191017_080000_The_11th_Hour_With_Brian_Williams/MSNBCW_20191017_080000_The_11th_Hour_With_Brian_Williams.mp4?t=1373/1443&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
203,https://archive.org/download/BBCNEWS_20200502_180000_BBC_News/BBCNEWS_20200502_180000_BBC_News.mp4?t=1031/1101&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1907,https://archive.org/download/BLOOMBERG_20200331_050000_Bloomberg_Daybreak_Europe/BLOOMBERG_20200331_050000_Bloomberg_Daybreak_Europe.mp4?t=1331/1401&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
629,https://archive.org/download/ALJAZAM_20151003_060000_Inside_Story/ALJAZAM_20151003_060000_Inside_Story.mp4?t=242/312&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1814,https://archive.org/download/WMAR_20120205_233000_ABC2_News_Sunday/WMAR_20120205_233000_ABC2_News_Sunday.mp4?t=375/445&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1159,https://archive.org/download/SFGTV_20110918_213000/SFGTV_20110918_213000.mp4?t=1232/1302&ignore=x.mp4,small_number,yes,no,one,one,NA,no,no,yes,R,open,back,NA,NA,no,NA
47,https://archive.org/download/SFGTV_20110425_203000/SFGTV_20110425_203000.mp4?t=995/1065&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
815,http://archive.org/download/KRCB_20111126_193000_To_the_Contrary_With_Bonnie_Erbe/KRCB_20111126_193000_To_the_Contrary_With_Bonnie_Erbe.mp4?t=144/174&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
184,https://archive.org/download/BBCNEWS_20170530_023000_The_Travel_Show/BBCNEWS_20170530_023000_The_Travel_Show.mp4?t=25/95&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
254,https://archive.org/download/CSPAN2_20161214_200000_Cato_Institute_Hosts_Forum_on_Privacy_and_Government_Surveillance/CSPAN2_20161214_200000_Cato_Institute_Hosts_Forum_on_Privacy_and_Government_Surveillance.mp4?t=1286/1356&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
2921,https://archive.org/download/LINKTV_20191009_220000_DW_News/LINKTV_20191009_220000_DW_News.mp4?t=682/752&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
19,https://archive.org/download/DW_20191223_220000_DW_News/DW_20191223_220000_DW_News.mp4?t=364/434&ignore=x.mp4,large_number,yes,no,one,one,malte roshinski,no,no,yes,R,open,up,NA,NA,no,NA
1537,https://archive.org/download/BBCNEWS_20181004_043000_Business_Briefing/BBCNEWS_20181004_043000_Business_Briefing.mp4?t=594/664&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1387,https://archive.org/download/RT_20120420_060000/RT_20120420_060000.mp4?t=938/1008&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
134,https://archive.org/download/FOXNEWSW_20140518_193000_Americas_News_Headquarters/FOXNEWSW_20140518_193000_Americas_News_Headquarters.mp4?t=994/1064&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
942,http://archive.org/download/CSPAN2_20141216_213000_Key_Capitol_Hill_Hearings/CSPAN2_20141216_213000_Key_Capitol_Hill_Hearings.mp4?t=4829/4859&ignore=x.mp4,huge_number,yes,no,both,both,carl levin,no,no,no,NA,NA,NA,NA,NA,no,NA
2797,https://archive.org/download/RT_20120702_153000/RT_20120702_153000.mp4?t=400/470&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
594,http://archive.org/download/WTTG_20120304_130000_Fox_5_Morning_News_Sunday/WTTG_20120304_130000_Fox_5_Morning_News_Sunday.mp4?t=600/630&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
976,https://archive.org/download/MSNBCW_20140818_030000_Lockup_Raw/MSNBCW_20140818_030000_Lockup_Raw.mp4?t=958/1028&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1093,https://archive.org/download/ALJAZ_20190828_223200_West_Africas_Opioid_Crisis/ALJAZ_20190828_223200_West_Africas_Opioid_Crisis.mp4?t=1136/1206&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1265,https://archive.org/download/BBCNEWS_20200119_143000_The_Week_in_Parliament/BBCNEWS_20200119_143000_The_Week_in_Parliament.mp4?t=742/812&ignore=x.mp4,small_number,yes,no,both,one,nadine dorries,no,no,no,NA,NA,NA,NA,NA,no,NA
1103,http://archive.org/download/WPHL_20141118_030000_Action_News_at_Ten_on_PHL17/WPHL_20141118_030000_Action_News_at_Ten_on_PHL17.mp4?t=2851/2881&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
116,https://archive.org/download/WPHL_20141118_030000_Action_News_at_Ten_on_PHL17/WPHL_20141118_030000_Action_News_at_Ten_on_PHL17.mp4?t=2846/2916&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2773,https://archive.org/download/KGO_20121219_090500_ABC7_News_1100PM_Repeat/KGO_20121219_090500_ABC7_News_1100PM_Repeat.mp4?t=579/649&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1364,https://archive.org/download/BBCNEWS_20170306_224000_The_Papers/BBCNEWS_20170306_224000_The_Papers.mp4?t=212/282&ignore=x.mp4,small_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2085,https://archive.org/download/WPVI_20170104_063500_Action_News_11pm/WPVI_20170104_063500_Action_News_11pm.mp4?t=808/878&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2992,https://archive.org/download/KQED_20160604_090000_KQED_Newsroom/KQED_20160604_090000_KQED_Newsroom.mp4?t=978/1048&ignore=x.mp4,large_number,yes,no,both,both,scott shafer,no,no,yes,both,open,in,out,head_less,no,NA
983,https://archive.org/download/WRC_20190512_093000_News4_Your_Sunday/WRC_20190512_093000_News4_Your_Sunday.mp4?t=1170/1240&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1174,https://archive.org/download/CNNW_20111026_060000_Anderson_Cooper_360/CNNW_20111026_060000_Anderson_Cooper_360.mp4?t=291/361&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
258,https://archive.org/download/KQED_20120723_230000_BBC_World_News_America/KQED_20120723_230000_BBC_World_News_America.mp4?t=65/135&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2495,http://archive.org/download/WBAL_20100111_083000_Meet_the_Press/WBAL_20100111_083000_Meet_the_Press.mp4?t=3010/3040&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1340,https://archive.org/download/ALJAZAM_20140824_080000_News/ALJAZAM_20140824_080000_News.mp4?t=1292/1362&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3103,https://archive.org/download/FOXNEWSW_20150505_180000_The_Real_Story_With_Gretchen_Carlson/FOXNEWSW_20150505_180000_The_Real_Story_With_Gretchen_Carlson.mp4?t=329/399&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1294,http://archive.org/download/MSNBCW_20141121_230000_PoliticsNation/MSNBCW_20141121_230000_PoliticsNation.mp4?t=3574/3604&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1956,http://archive.org/download/CSPAN2_20101113_040000_Capital_News_Today/CSPAN2_20101113_040000_Capital_News_Today.mp4?t=1996/2026&ignore=x.mp4,tiny_number,yes,no,both,both/oneobject,john harwood,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
413,https://archive.org/download/WJLA_20141017_160000_ABC_7_News_at_Noon/WJLA_20141017_160000_ABC_7_News_at_Noon.mp4?t=617/687&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2050,https://archive.org/download/CSPAN_20151228_060000_Discussion_on_Race_and_the_Justice_System/CSPAN_20151228_060000_Discussion_on_Race_and_the_Justice_System.mp4?t=1432/1502&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1099,https://archive.org/download/WUSA_20120502_160000_9News_Now_at_Noon/WUSA_20120502_160000_9News_Now_at_Noon.mp4?t=1502/1572&ignore=x.mp4,large_number,yes,no,one,one/object,kristen berset harris,no,no,yes,L,open,down,NA,NA,no,NA
713,http://archive.org/download/WJZ_20100702_110000_The_Early_Show/WJZ_20100702_110000_The_Early_Show.mp4?t=2040/2070&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
720,http://archive.org/download/CNNW_20120220_100000_Early_Start/CNNW_20120220_100000_Early_Start.mp4?t=2629/2659&ignore=x.mp4,huge_number,yes,no,both,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2990,https://archive.org/download/KSNV_20160914_110000_Early_Today/KSNV_20160914_110000_Early_Today.mp4?t=1183/1253&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
434,https://archive.org/download/ALJAZ_20200510_130000_NEWSHOUR/ALJAZ_20200510_130000_NEWSHOUR.mp4?t=2247/2317&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
224,https://archive.org/download/ALJAZ_20200211_113200_Inside_Story_2020_Ep__41/ALJAZ_20200211_113200_Inside_Story_2020_Ep__41.mp4?t=189/259&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2218,https://archive.org/download/DW_20190613_180000_DW_News/DW_20190613_180000_DW_News.mp4?t=612/682&ignore=x.mp4,small_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2363,http://archive.org/download/KTVU_20101213_200000_KTVU_Noon_News/KTVU_20101213_200000_KTVU_Noon_News.mp4?t=1585/1615&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1239,https://archive.org/download/ALJAZ_20190814_053300_Unsafe_Shrimp/ALJAZ_20190814_053300_Unsafe_Shrimp.mp4?t=28/98&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1146,https://archive.org/download/SFGTV_20111104_000000/SFGTV_20111104_000000.mp4?t=32/102&ignore=x.mp4,small_number,yes,no,one,one,NA,no,no,yes,L,open,front,NA,NA,no,could be facing inward
237,https://archive.org/download/BBCNEWS_20200401_120000_BBC_News_at_One/BBCNEWS_20200401_120000_BBC_News_at_One.mp4?t=1199/1269&ignore=x.mp4,small_number,yes,no,both,one,jane hill,no,no,no,NA,NA,NA,NA,NA,no,NA
1085,https://archive.org/download/BLOOMBERG_20170128_093000_Big_Problems_Big_Thinkers/BLOOMBERG_20170128_093000_Big_Problems_Big_Thinkers.mp4?t=886/956&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
556,https://archive.org/download/KWWL_20160203_103000_Early_Today_in_Iowa/KWWL_20160203_103000_Early_Today_in_Iowa.mp4?t=303/373&ignore=x.mp4,large_number,yes,no,one,one,bernie sanders,no,no,yes,R,closed,point,NA,NA,no,NA
3058,https://archive.org/download/ALJAZAM_20150715_210000_News/ALJAZAM_20150715_210000_News.mp4?t=357/427&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2636,http://archive.org/download/FOXNEWSW_20120304_030000_The_Five/FOXNEWSW_20120304_030000_The_Five.mp4?t=2047/2077&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2763,https://archive.org/download/CSPAN_20160423_223000_The_Communicators/CSPAN_20160423_223000_The_Communicators.mp4?t=846/916&ignore=x.mp4,large_number,yes,no,both,both,ted koppel,no,no,yes,L,open,down,NA,NA,no,in' at start of stroke but ends at 'down'
918,http://archive.org/download/MSNBCW_20131024_100000_Morning_Joe/MSNBCW_20131024_100000_Morning_Joe.mp4?t=9683/9713&ignore=x.mp4,tiny_number,yes,no,one,one,alison wolf,no,no,yes,R,closed,pinch,NA,NA,no,NA
2028,https://archive.org/download/CSPAN2_20140808_093000_Key_Capitol_Hill_Hearings/CSPAN2_20140808_093000_Key_Capitol_Hill_Hearings.mp4?t=745/815&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
487,http://archive.org/download/ALJAZAM_20140222_040000_News/ALJAZAM_20140222_040000_News.mp4?t=436/466&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
417,https://archive.org/download/CSPAN3_20180722_020000_Reel_America_Alaskas_Silver_Millions_-_1936/CSPAN3_20180722_020000_Reel_America_Alaskas_Silver_Millions_-_1936.mp4?t=1121/1191&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
586,https://archive.org/download/KQEH_20161001_203000_Equal_Time/KQEH_20161001_203000_Equal_Time.mp4?t=574/644&ignore=x.mp4,small_number,yes,no,both,one,bob rucker,no,no,yes,L,open,up,NA,NA,no,NA
1060,https://archive.org/download/CSPAN_20101209_150000_U.S._House_of_Representatives/CSPAN_20101209_150000_U.S._House_of_Representatives.mp4?t=6015/6085&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2566,https://archive.org/download/CSPAN_20150920_110000_Washington_Journal/CSPAN_20150920_110000_Washington_Journal.mp4?t=604/674&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
494,http://archive.org/download/FOXNEWS_20101012_080000_Special_Report_With_Bret_Baier/FOXNEWS_20101012_080000_Special_Report_With_Bret_Baier.mp4?t=2711/2741&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1335,http://archive.org/download/WTTG_20120918_090000_Fox_Morning_News_at_5/WTTG_20120918_090000_Fox_Morning_News_at_5.mp4?t=970/1000&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2699,http://archive.org/download/ALJAZAM_20140823_213000_The_Stream/ALJAZAM_20140823_213000_The_Stream.mp4?t=1754/1784&ignore=x.mp4,huge_number,yes,no,one,one,paul shapiro,no,no,yes,L,open,in,NA,NA,no,NA
668,https://archive.org/download/ALJAZAM_20150206_020000_News/ALJAZAM_20150206_020000_News.mp4?t=2427/2497&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2358,https://archive.org/download/CNN_20111011_150000_CNN_Newsroom/CNN_20111011_150000_CNN_Newsroom.mp4?t=942/1012&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1305,https://archive.org/download/WBAL_20110724_223000_NBC_Nightly_News/WBAL_20110724_223000_NBC_Nightly_News.mp4?t=253/323&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
382,https://archive.org/download/BBCNEWS_20190804_180000_BBC_News/BBCNEWS_20190804_180000_BBC_News.mp4?t=1051/1121&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1337,http://archive.org/download/CSPAN2_20140614_194500_Book_Discussion_on_The_Reckoning/CSPAN2_20140614_194500_Book_Discussion_on_The_Reckoning.mp4?t=1942/1972&ignore=x.mp4,huge_number,yes,no,both,both,jacob soll,no,no,yes,R,open,in,NA,NA,no,NA
2478,https://archive.org/download/SFGTV2_20111010_190000/SFGTV2_20111010_190000.mp4?t=1429/1499&ignore=x.mp4,small_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
1268,http://archive.org/download/KNTV_20131222_013000_NBC_Nightly_News/KNTV_20131222_013000_NBC_Nightly_News.mp4?t=1336/1366&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3192,https://archive.org/download/SFGTV_20111227_110100/SFGTV_20111227_110100.mp4?t=281/351&ignore=x.mp4,small_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
2482,https://archive.org/download/CNBC_20200304_220000_Fast_Money/CNBC_20200304_220000_Fast_Money.mp4?t=328/398&ignore=x.mp4,tiny_number,yes,no,both,both,NA,no,no,yes,both,open,up,out,torso_more,no,NA
84,https://archive.org/download/BBCNEWS_20200227_053000_Business_Briefing/BBCNEWS_20200227_053000_Business_Briefing.mp4?t=194/264&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1722,https://archive.org/download/BBCNEWS_20191125_010000_Newsday/BBCNEWS_20191125_010000_Newsday.mp4?t=649/719&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2869,https://archive.org/download/WLTX_20160226_093000_News_19__430am/WLTX_20160226_093000_News_19__430am.mp4?t=391/461&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
998,https://archive.org/download/LINKTV_20150322_093000_The_Cure_for_Capitalism/LINKTV_20150322_093000_The_Cure_for_Capitalism.mp4?t=1990/2060&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1488,http://archive.org/download/KPIX_20140306_013000_CBS_Evening_News_With_Scott_Pelley/KPIX_20140306_013000_CBS_Evening_News_With_Scott_Pelley.mp4?t=243/273&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1775,https://archive.org/download/CSPAN3_20120502_043000/CSPAN3_20120502_043000.mp4?t=46/116&ignore=x.mp4,small_number,yes,no,one,one,joan cashin,no,no,yes,L,open,front,NA,NA,no,NA
65,http://archive.org/download/KQEH_20120705_123000_Outnumbered/KQEH_20120705_123000_Outnumbered.mp4?t=190/220&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1629,https://archive.org/download/CSPAN3_20180705_181700_The_Presidency_White_House_Stonemasons/CSPAN3_20180705_181700_The_Presidency_White_House_Stonemasons.mp4?t=948/1018&ignore=x.mp4,huge_number,yes,no,one,one,william seale,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
185,https://archive.org/download/WCBS_20160424_143000_Face_the_Nation/WCBS_20160424_143000_Face_the_Nation.mp4?t=2055/2125&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2013,https://archive.org/download/CSPAN_20180616_020200_Newsmakers_Rep_Jerrold_Nadler/CSPAN_20180616_020200_Newsmakers_Rep_Jerrold_Nadler.mp4?t=357/427&ignore=x.mp4,large_number,yes,no,one,one/object,stephen dinan,no,no,yes,R,open,back,NA,NA,no,NA
1314,https://archive.org/download/SFGTV2_20130412_193000/SFGTV2_20130412_193000.mp4?t=1306/1376&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2059,https://archive.org/download/KGO_20190806_073700_Nightline/KGO_20190806_073700_Nightline.mp4?t=518/588&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1576,http://archive.org/download/CNNW_20141223_040000_Anderson_Cooper_360/CNNW_20141223_040000_Anderson_Cooper_360.mp4?t=674/704&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2613,https://archive.org/download/RT_20181203_210000_News/RT_20181203_210000_News.mp4?t=1210/1280&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
357,https://archive.org/download/ALJAZ_20200403_163200_Alexis_Martinez_Pena_Countryman/ALJAZ_20200403_163200_Alexis_Martinez_Pena_Countryman.mp4?t=389/459&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1842,https://archive.org/download/LINKTV_20180713_193000_Global_3000/LINKTV_20180713_193000_Global_3000.mp4?t=777/847&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1150,https://archive.org/download/WFXT_20160802_020000_FOX_25_News_at_10/WFXT_20160802_020000_FOX_25_News_at_10.mp4?t=2850/2920&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2178,https://archive.org/download/KRCB_20110525_013000_Journal/KRCB_20110525_013000_Journal.mp4?t=1181/1251&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
110,https://archive.org/download/KCCI_20151128_043500_The_Late_Show_With_Stephen_Colbert/KCCI_20151128_043500_The_Late_Show_With_Stephen_Colbert.mp4?t=3038/3108&ignore=x.mp4,tiny_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2512,https://archive.org/download/CSPAN_20190611_213000_House_GOP_Leaders_News_Conference/CSPAN_20190611_213000_House_GOP_Leaders_News_Conference.mp4?t=951/1021&ignore=x.mp4,large_number,yes,no,both,one,kevin mccarthy,no,no,no,NA,NA,NA,NA,NA,no,NA
899,http://archive.org/download/CSPAN_20100120_120000_Washington_Journal/CSPAN_20100120_120000_Washington_Journal.mp4?t=1188/1218&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1327,https://archive.org/download/ALJAZAM_20140505_100000_News/ALJAZAM_20140505_100000_News.mp4?t=305/375&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2721,https://archive.org/download/RT_20130814_042900_Breaking_the_Set/RT_20130814_042900_Breaking_the_Set.mp4?t=1516/1586&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
206,https://archive.org/download/BBCNEWS_20171102_133000_BBC_News/BBCNEWS_20171102_133000_BBC_News.mp4?t=1278/1348&ignore=x.mp4,small_number,yes,no,both,both,jane hill,no,no,no,NA,NA,NA,NA,NA,no,NA
178,https://archive.org/download/KQED_20190202_013000_BBC_World_News_America/KQED_20190202_013000_BBC_World_News_America.mp4?t=1342/1412&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2262,https://archive.org/download/CSPAN3_20150704_140000_American_Artifacts/CSPAN3_20150704_140000_American_Artifacts.mp4?t=2023/2093&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1550,https://archive.org/download/CSPAN3_20150516_143300_100th_Anniversary_of_the_Sinking_of_the_Lusitania/CSPAN3_20150516_143300_100th_Anniversary_of_the_Sinking_of_the_Lusitania.mp4?t=2328/2398&ignore=x.mp4,large_number,yes,no,both,both,john maxwell hamilton,no,no,no,NA,NA,NA,NA,NA,no,NA
1936,https://archive.org/download/RT_20181124_060000_News/RT_20181124_060000_News.mp4?t=509/579&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1917,https://archive.org/download/SFGTV_20110914_082200/SFGTV_20110914_082200.mp4?t=1247/1317&ignore=x.mp4,small_number,yes,no,one,one,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,late exclusion due to being duplicated - delete from IRR
722,https://archive.org/download/KQEH_20120524_073000_BBC_World_News/KQEH_20120524_073000_BBC_World_News.mp4?t=1391/1461&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3046,https://archive.org/download/FOXNEWSW_20200405_170000_Coronavirus_Pandemic_Special/FOXNEWSW_20200405_170000_Coronavirus_Pandemic_Special.mp4?t=605/675&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
969,https://archive.org/download/ALJAZAM_20131107_040000_News/ALJAZAM_20131107_040000_News.mp4?t=2692/2762&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
716,https://archive.org/download/DW_20200429_090000_DW_News/DW_20200429_090000_DW_News.mp4?t=909/979&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1495,http://archive.org/download/WHUT_20110804_223000_BBC_World_News_America/WHUT_20110804_223000_BBC_World_News_America.mp4?t=950/980&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1741,https://archive.org/download/RT_20110304_063000/RT_20110304_063000.mp4?t=1193/1263&ignore=x.mp4,small_number,yes,no,both,one,christopher samuel,no,no,no,NA,NA,NA,NA,NA,no,NA
