ID,URL,Phrase,HasPhrase,Negated,HandsVisible,HandsFree,SpeakerName,Duplicated,ExtraMod,HandsMoving,WhichHand,HandConfig,HandSpecific,HorizontalMovement,HandGap,OfInterest,Comments
3073,https://archive.org/download/SFGTV2_20100911_003000/SFGTV2_20100911_003000.mp4?t=334/404&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2758,https://archive.org/download/KPIX_20151020_120000_KPIX_5_News_at_5AM/KPIX_20151020_120000_KPIX_5_News_at_5AM.mp4?t=1898/1968&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2408,https://archive.org/download/CSPAN2_20190118_144800_Former_White_House_Counsel_Don_McGahn_on_Health_Care_Deregulation/CSPAN2_20190118_144800_Former_White_House_Counsel_Don_McGahn_on_Health_Care_Deregulation.mp4?t=364/434&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
474,https://archive.org/download/ALJAZAM_20150505_140000_News/ALJAZAM_20150505_140000_News.mp4?t=1272/1342&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2642,https://archive.org/download/KQED_20180605_003000_BBC_World_News_America/KQED_20180605_003000_BBC_World_News_America.mp4?t=1241/1311&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
107,https://archive.org/download/SFGTV_20150609_030000/SFGTV_20150609_030000.mp4?t=1565/1635&ignore=x.mp4,large_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1793,https://archive.org/download/CSPAN3_20120511_220000/CSPAN3_20120511_220000.mp4?t=1735/1805&ignore=x.mp4,huge_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1835,https://archive.org/download/RT_20101130_230000/RT_20101130_230000.mp4?t=771/841&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
534,https://archive.org/download/CSPAN2_20180626_235200_Trump_v._Hawaii_Oral_Argument/CSPAN2_20180626_235200_Trump_v._Hawaii_Oral_Argument.mp4?t=712/782&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3091,https://archive.org/download/RT_20101228_033000/RT_20101228_033000.mp4?t=777/847&ignore=x.mp4,huge_number,yes,no,both,both,ibrahim gambari,no,no,yes,both,open,in,neither,head_less,no,NA
721,https://archive.org/download/CSPAN_20180423_084600_StudentCam_-_Grand_Prize/CSPAN_20180423_084600_StudentCam_-_Grand_Prize.mp4?t=272/342&ignore=x.mp4,large_number,yes,no,both,both,jason kander,no,no,no,NA,NA,NA,NA,NA,no,NA
319,https://archive.org/download/CSPAN2_20200301_230000_Jeremy_Brown_Influenza/CSPAN2_20200301_230000_Jeremy_Brown_Influenza.mp4?t=3312/3382&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
938,https://archive.org/download/KQED_20180627_070000_Amanpour_on_PBS/KQED_20180627_070000_Amanpour_on_PBS.mp4?t=384/454&ignore=x.mp4,tiny_number,yes,no,one,one,christiane amanpour,no,no,yes,L,closed,bunch,NA,NA,no,NA
1713,http://archive.org/download/CSPAN_20090703_110000_Washington_Journal/CSPAN_20090703_110000_Washington_Journal.mp4?t=4407/4437&ignore=x.mp4,huge_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1270,https://archive.org/download/LINKTV_20160725_210000_DW_News/LINKTV_20160725_210000_DW_News.mp4?t=1220/1290&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2600,https://archive.org/download/KQED_20110302_013000_BBC_World_News/KQED_20110302_013000_BBC_World_News.mp4?t=401/471&ignore=x.mp4,large_number,yes,no,both,one,john simpson,no,no,no,NA,NA,NA,NA,NA,no,NA
240,https://archive.org/download/FOXNEWSW_20140705_150000_Forbes_on_FOX/FOXNEWSW_20140705_150000_Forbes_on_FOX.mp4?t=205/275&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1338,https://archive.org/download/WBFF_20100103_090000_U.S._Farm_Report/WBFF_20100103_090000_U.S._Farm_Report.mp4?t=1761/1831&ignore=x.mp4,tiny_number,yes,no,one,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1426,http://archive.org/download/WUSA_20130201_120000_CBS_This_Morning/WUSA_20130201_120000_CBS_This_Morning.mp4?t=4916/4946&ignore=x.mp4,huge_number,yes,no,both,both,leslie moonves,no,no,yes,both,open,back,out,head_less,no,NA
650,https://archive.org/download/BBCNEWS_20181103_130000_BBC_News/BBCNEWS_20181103_130000_BBC_News.mp4?t=1343/1413&ignore=x.mp4,huge_number,yes,no,one,one,jeanne kaniuk,no,no,yes,L,open,in,NA,NA,no,NA
2621,http://archive.org/download/CSPAN_20091231_030000_Tonight_From_Washington/CSPAN_20091231_030000_Tonight_From_Washington.mp4?t=2609/2639&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1468,https://archive.org/download/BBCNEWS_20180820_130000_Afternoon_Live/BBCNEWS_20180820_130000_Afternoon_Live.mp4?t=1455/1525&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
904,https://archive.org/download/ALJAZAM_20150519_143000_News/ALJAZAM_20150519_143000_News.mp4?t=868/938&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
283,https://archive.org/download/CNNW_20141224_170000_Legal_View_With_Ashleigh_Banfield/CNNW_20141224_170000_Legal_View_With_Ashleigh_Banfield.mp4?t=1315/1385&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2530,https://archive.org/download/KCSM_20160726_010000_DW_News/KCSM_20160726_010000_DW_News.mp4?t=1208/1278&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2448,https://archive.org/download/CSPAN_20170927_113400_Washington_Journal_Representative_Dave_Brat_R-VA_Discusses_Tax_Reform/CSPAN_20170927_113400_Washington_Journal_Representative_Dave_Brat_R-VA_Discusses_Tax_Reform.mp4?t=1218/1288&ignore=x.mp4,large_number,yes,no,both,both,dave brat,no,no,yes,both,open,front/back,out/in,torso_less,no,kind of like 'in' but at angle to body
2077,http://archive.org/download/CSPAN_20110121_180000_U.S._House_of_Representatives/CSPAN_20110121_180000_U.S._House_of_Representatives.mp4?t=18855/18885&ignore=x.mp4,tiny_number,yes,no,one,one,michael beschloss,no,no,yes,R,open,down,NA,NA,no,NA
304,https://archive.org/download/CSPAN_20180316_053000_Washington_Journal_50_Capitals_Tour_-_Sacramento_CA_-_Kevin_de_Leon/CSPAN_20180316_053000_Washington_Journal_50_Capitals_Tour_-_Sacramento_CA_-_Kevin_de_Leon.mp4?t=922/992&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1459,http://archive.org/download/CSPAN_20141005_040000_Bill_Gates_on_the_Ebola_Virus_Outbreak_in_West_Africa/CSPAN_20141005_040000_Bill_Gates_on_the_Ebola_Virus_Outbreak_in_West_Africa.mp4?t=1362/1392&ignore=x.mp4,huge_number,yes,no,both,both,bill gates,no,no,yes,both,open,back,out,torso_less,no,one hand is turned a bit inward
2846,https://archive.org/download/FOXNEWS_20130218_060000_FOX_Report/FOXNEWS_20130218_060000_FOX_Report.mp4?t=2383/2453&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3054,https://archive.org/download/SFGTV_20120812_133000/SFGTV_20120812_133000.mp4?t=1753/1823&ignore=x.mp4,large_number,yes,no,both,both,NA,no,no,yes,both,open,in,neither,torso_less,no,NA
208,https://archive.org/download/WETA_20130117_230000_BBC_World_News_America/WETA_20130117_230000_BBC_World_News_America.mp4?t=566/636&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1069,http://archive.org/download/KICU_20110319_020000_Bay_Area_News_at_7/KICU_20110319_020000_Bay_Area_News_at_7.mp4?t=359/389&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1232,https://archive.org/download/CSPAN2_20151212_010000_Key_Capitol_Hill_Hearings/CSPAN2_20151212_010000_Key_Capitol_Hill_Hearings.mp4?t=4372/4442&ignore=x.mp4,tiny_number,yes,no,one,one,anne-marie slaughter,no,no,yes,L,closed,lobster_claw,NA,NA,no,NA
1545,http://archive.org/download/MSNBC_20110219_150000_MSNBC_News_Live/MSNBC_20110219_150000_MSNBC_News_Live.mp4?t=3253/3283&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2787,https://archive.org/download/RT_20181002_120000_News/RT_20181002_120000_News.mp4?t=1433/1503&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
888,http://archive.org/download/ALJAZAM_20140924_070000_News/ALJAZAM_20140924_070000_News.mp4?t=1564/1594&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1054,https://archive.org/download/SFGTV_20191113_110000_Government_Access_Programming/SFGTV_20191113_110000_Government_Access_Programming.mp4?t=2200/2270&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2037,http://archive.org/download/FOXNEWS_20090812_170000_The_Live_Desk/FOXNEWS_20090812_170000_The_Live_Desk.mp4?t=4210/4240&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
955,http://archive.org/download/CSPAN_20150326_110000_Washington_Journal/CSPAN_20150326_110000_Washington_Journal.mp4?t=4177/4207&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
192,https://archive.org/download/BBCNEWS_20200519_000000_BBC_World_News/BBCNEWS_20200519_000000_BBC_World_News.mp4?t=791/861&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2081,https://archive.org/download/CSPAN3_20120502_083000/CSPAN3_20120502_083000.mp4?t=164/234&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
2722,https://archive.org/download/RT_20110930_153100/RT_20110930_153100.mp4?t=527/597&ignore=x.mp4,small_number,yes,no,one,one,peter lavelle,no,no,yes,L,closed,pinch,NA,NA,yes,could be bunch
1803,https://archive.org/download/KICU_20110623_020000_Bay_Area_News_at_7/KICU_20110623_020000_Bay_Area_News_at_7.mp4?t=195/265&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2446,http://archive.org/download/CSPAN2_20140203_173000_Key_Capitol_Hill_Hearings/CSPAN2_20140203_173000_Key_Capitol_Hill_Hearings.mp4?t=1855/1885&ignore=x.mp4,tiny_number,yes,no,one,one,matthew rojansky,no,no,yes,R,closed,pinch,NA,NA,no,NA
49,https://archive.org/download/RT_20200119_130000_News/RT_20200119_130000_News.mp4?t=1715/1785&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2540,https://archive.org/download/CNBC_20130712_100000_Squawk_Box/CNBC_20130712_100000_Squawk_Box.mp4?t=9667/9737&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
524,https://archive.org/download/CSPAN2_20120203_170000_U.S._Senate/CSPAN2_20120203_170000_U.S._Senate.mp4?t=15477/15547&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2226,https://archive.org/download/SFGTV_20120404_180000/SFGTV_20120404_180000.mp4?t=621/691&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2457,https://archive.org/download/LINKTV_20151030_093000_Richard_Wolff_Democracy_In_ActionThe_Cure_for_Capitalism/LINKTV_20151030_093000_Richard_Wolff_Democracy_In_ActionThe_Cure_for_Capitalism.mp4?t=1992/2062&ignore=x.mp4,tiny_number,yes,no,one,one,richard wolff,no,no,yes,R,curved,up,NA,NA,yes,another ambiguous one
381,https://archive.org/download/CSPAN_20200320_043700_British_Prime_Minister_Boris_Johnson_Coronavirus_News_Conference/CSPAN_20200320_043700_British_Prime_Minister_Boris_Johnson_Coronavirus_News_Conference.mp4?t=1040/1110&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1129,https://archive.org/download/ALJAZAM_20140719_150000_News/ALJAZAM_20140719_150000_News.mp4?t=1312/1382&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1827,https://archive.org/download/ALJAZ_20200108_070000_NEWS_LIVE_-_30/ALJAZ_20200108_070000_NEWS_LIVE_-_30.mp4?t=641/711&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1791,https://archive.org/download/WBAL_20110901_100000_11_News_Today/WBAL_20110901_100000_11_News_Today.mp4?t=2134/2204&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1568,http://archive.org/download/FOXNEWSW_20150701_170000_Happening_Now/FOXNEWSW_20150701_170000_Happening_Now.mp4?t=2501/2531&ignore=x.mp4,tiny_number,yes,no,one,one,kathleen berchelmann,no,no,yes,R,closed,lobster_claw,NA,NA,no,NA
1703,https://archive.org/download/KBCW_20100725_050000_Eyewitness_News_Weekend_Edition/KBCW_20100725_050000_Eyewitness_News_Weekend_Edition.mp4?t=1244/1314&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3039,https://archive.org/download/ALJAZ_20171215_033200_Syria_Jobar_P1/ALJAZ_20171215_033200_Syria_Jobar_P1.mp4?t=849/919&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2998,https://archive.org/download/DW_20190823_163000_DW_News/DW_20190823_163000_DW_News.mp4?t=860/930&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1277,https://archive.org/download/ALJAZAM_20150418_210000_Weekend_News/ALJAZAM_20150418_210000_Weekend_News.mp4?t=600/670&ignore=x.mp4,huge_number,yes,no,one,one,phil lavelle,no,no,yes,R,open,in,NA,NA,no,NA
2338,https://archive.org/download/FBC_20170711_130000_Varney__Company/FBC_20170711_130000_Varney__Company.mp4?t=7991/8061&ignore=x.mp4,tiny_number,yes,no,both,both/oneobject,stuart varney,no,no,yes,R,open,in,NA,NA,no,NA
737,https://archive.org/download/ALJAZAM_20160322_170000_News/ALJAZAM_20160322_170000_News.mp4?t=705/775&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2377,http://archive.org/download/CSPAN2_20120902_020000_Book_TV_After_Words/CSPAN2_20120902_020000_Book_TV_After_Words.mp4?t=1178/1208&ignore=x.mp4,tiny_number,yes,no,one,one,james steele,no,no,yes,R,closed,point,NA,NA,no,NA
2979,https://archive.org/download/CNNW_20130831_050000_A_Black_in_America_Special/CNNW_20130831_050000_A_Black_in_America_Special.mp4?t=1475/1545&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
483,https://archive.org/download/BBCNEWS_20200216_233000_The_Papers/BBCNEWS_20200216_233000_The_Papers.mp4?t=675/745&ignore=x.mp4,large_number,yes,no,both,both,ruth lea,no,no,no,NA,NA,NA,NA,NA,no,NA
2323,https://archive.org/download/CSPAN3_20161226_160000_Caretakers_of_Americas_Treasures/CSPAN3_20161226_160000_Caretakers_of_Americas_Treasures.mp4?t=1798/1868&ignore=x.mp4,tiny_number,yes,no,both,both,david skorton,no,no,yes,both,open,in/up,out,head_less,no,could be torso_less
1194,https://archive.org/download/FOXNEWS_20100709_050000_Greta_Van_Susteren/FOXNEWS_20100709_050000_Greta_Van_Susteren.mp4?t=285/355&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1167,https://archive.org/download/LINKTV_20170426_150000_Democracy_Now/LINKTV_20170426_150000_Democracy_Now.mp4?t=2280/2350&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2835,https://archive.org/download/WUSA_20150419_030000_wusa_9_News_at_11pm/WUSA_20150419_030000_wusa_9_News_at_11pm.mp4?t=69/139&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
978,http://ia600701.us.archive.org/4/items/WBFF_20100726_083000_First_Business/WBFF_20100726_083000_First_Business.mp4?start=458&end=498&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3114,https://archive.org/download/LINKTV_20121108_190000_Deutsche_Welle_Journal/LINKTV_20121108_190000_Deutsche_Welle_Journal.mp4?t=230/300&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
405,http://archive.org/download/ALJAZAM_20150725_140000_Weekend_News/ALJAZAM_20150725_140000_Weekend_News.mp4?t=1580/1610&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
649,https://archive.org/download/RT_20120902_000000/RT_20120902_000000.mp4?t=372/442&ignore=x.mp4,small_number,yes,no,both,one,peter oliver,no,no,yes,L,open,in,NA,NA,no,NA
2268,http://archive.org/download/ALJAZAM_20140620_000000_News/ALJAZAM_20140620_000000_News.mp4?t=3137/3167&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1746,http://archive.org/download/KYW_20140713_130000_CBS_News_Sunday_Morning/KYW_20140713_130000_CBS_News_Sunday_Morning.mp4?t=1641/1671&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
3048,https://archive.org/download/BBCNEWS_20190920_033000_HARDtalk/BBCNEWS_20190920_033000_HARDtalk.mp4?t=901/971&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2220,http://archive.org/download/ALJAZAM_20131205_060000_Consider_This/ALJAZAM_20131205_060000_Consider_This.mp4?t=1598/1628&ignore=x.mp4,huge_number,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
172,https://archive.org/download/FBC_20131022_020000_Lou_Dobbs_Tonight/FBC_20131022_020000_Lou_Dobbs_Tonight.mp4?t=321/391&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
611,http://archive.org/download/KOFY_20100915_183000_ABC_7_News/KOFY_20100915_183000_ABC_7_News.mp4?t=447/477&ignore=x.mp4,tiny_number,yes,no,one,one,janelle wang,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
972,https://archive.org/download/CSPAN_20200507_052800_President_Trump_Meets_With_Iowa_Gov._Reynolds/CSPAN_20200507_052800_President_Trump_Meets_With_Iowa_Gov._Reynolds.mp4?t=2368/2438&ignore=x.mp4,tiny_number,yes,no,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,no,NA
335,https://archive.org/download/RT_20121103_133000/RT_20121103_133000.mp4?t=301/371&ignore=x.mp4,huge_number,yes,no,both,one,lauren lyster,no,no,yes,L,open,up,NA,NA,yes,NA
1506,https://archive.org/download/CSPAN3_20180915_160000_The_Presidency_1960_Presidential_Election/CSPAN3_20180915_160000_The_Presidency_1960_Presidential_Election.mp4?t=1260/1330&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1320,https://archive.org/download/KPIX_20150510_153000_Face_the_Nation/KPIX_20150510_153000_Face_the_Nation.mp4?t=1180/1250&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1985,https://archive.org/download/CSPAN3_20120211_003000/CSPAN3_20120211_003000.mp4?t=447/517&ignore=x.mp4,large_number,yes,no,both,both,sam dillon,no,no,no,NA,NA,NA,NA,NA,no,NA
1400,http://archive.org/download/KTVU_20101214_010000_News_at_5pm/KTVU_20101214_010000_News_at_5pm.mp4?t=3319/3349&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1626,https://archive.org/download/FBC_20150920_130000_Forbes_on_Fox/FBC_20150920_130000_Forbes_on_Fox.mp4?t=532/602&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
953,https://archive.org/download/BLOOMBERG_20200407_200000_Whatd_You_Miss/BLOOMBERG_20200407_200000_Whatd_You_Miss.mp4?t=3380/3450&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2136,https://archive.org/download/WJLA_20091106_233000_ABCs_World_News_With_Charles_Gibson/WJLA_20091106_233000_ABCs_World_News_With_Charles_Gibson.mp4?t=958/1028&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1187,https://archive.org/download/RT_20190228_033000_Documentary/RT_20190228_033000_Documentary.mp4?t=148/218&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2895,https://archive.org/download/CSPAN3_20160501_200000_William_Colby_Church_Committee_Hearing/CSPAN3_20160501_200000_William_Colby_Church_Committee_Hearing.mp4?t=2024/2094&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
512,https://archive.org/download/KRCB_20110310_023000_Journal/KRCB_20110310_023000_Journal.mp4?t=1496/1566&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2462,http://archive.org/download/WJLA_20150703_030000_ABC_7_News_at_1100/WJLA_20150703_030000_ABC_7_News_at_1100.mp4?t=623/653&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1763,https://archive.org/download/SFGTV_20110114_190000/SFGTV_20110114_190000.mp4?t=238/308&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
274,http://archive.org/download/KPIX_20141020_140000_CBS_This_Morning/KPIX_20141020_140000_CBS_This_Morning.mp4?t=4484/4514&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
557,https://archive.org/download/FBC_20141125_040000_Cavuto/FBC_20141125_040000_Cavuto.mp4?t=3105/3175&ignore=x.mp4,small_number,yes,no,one,one,jeff flock,no,no,yes,L,open,up,NA,NA,no,NA
2685,https://archive.org/download/DW_20200117_110000_DW_News/DW_20200117_110000_DW_News.mp4?t=1466/1536&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
885,https://archive.org/download/CSPAN_20200105_230200_Newsmakers_Dr._Francis_Collins_NIH_Director/CSPAN_20200105_230200_Newsmakers_Dr._Francis_Collins_NIH_Director.mp4?t=440/510&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1281,https://archive.org/download/ALJAZ_20190901_030000_NEWS_LIVE_-_30/ALJAZ_20190901_030000_NEWS_LIVE_-_30.mp4?t=531/601&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2972,https://archive.org/download/FBC_20180526_070000_Maria_Bartiromos_Wall_Street/FBC_20180526_070000_Maria_Bartiromos_Wall_Street.mp4?t=1395/1465&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2837,http://archive.org/download/WUSA_20101216_233000_CBS_Evening_News_With_Katie_Couric/WUSA_20101216_233000_CBS_Evening_News_With_Katie_Couric.mp4?t=1053/1083&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2368,https://archive.org/download/SFGTV_20150606_183000/SFGTV_20150606_183000.mp4?t=913/983&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2865,https://archive.org/download/RT_20120105_030100/RT_20120105_030100.mp4?t=822/892&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2666,https://archive.org/download/FOXNEWSW_20170520_190000_The_Journal_Editorial_Report/FOXNEWSW_20170520_190000_The_Journal_Editorial_Report.mp4?t=577/647&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
906,https://archive.org/download/FBC_20160624_190000_Countdown_to_the_Closing_Bell_With_Liz_Claman/FBC_20160624_190000_Countdown_to_the_Closing_Bell_With_Liz_Claman.mp4?t=2925/2995&ignore=x.mp4,tiny_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1127,https://archive.org/download/ALJAZ_20180303_200000_The_Great_Population_Exchange/ALJAZ_20180303_200000_The_Great_Population_Exchange.mp4?t=615/685&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2958,https://archive.org/download/LINKTV_20130819_210000_Deutsche_Welle_Journal/LINKTV_20130819_210000_Deutsche_Welle_Journal.mp4?t=1299/1369&ignore=x.mp4,small_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
1844,https://archive.org/download/RT_20181210_103000_SophieCo/RT_20181210_103000_SophieCo.mp4?t=363/433&ignore=x.mp4,large_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2788,http://archive.org/download/CSPAN3_20140728_170000_Politics__Public_Policy_Today/CSPAN3_20140728_170000_Politics__Public_Policy_Today.mp4?t=5725/5755&ignore=x.mp4,huge_number,yes,no,neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
2771,http://ia902705.us.archive.org/27/items/MSNBCW_20121211_110000_Morning_Joe/MSNBCW_20121211_110000_Morning_Joe.mp4?start=1415&end=1445&ignore=x.mp4,huge_number,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA
